gender,group,flight,player_id,player_name,school,seed,bracket_wins,bracket_losses,champion,runner_up,matches,wins,win_pct,wae,expected_wins,bracket_pct,elevation
girls,4A,S1,2d69a93382b7b159,Sandra Vonk,Sotomayor,4.0,6,0,1,0,24.0,22.0,0.9166666666666666,1.184033238851992,20.815966761148008,1.0,0.08333333333333337
boys,Group 2,S1,de6ffe195cf76844,Hayden Chen,Minidoka,3.0,5,1,0,1,24.0,18.0,0.75,-2.884051605339361,20.884051605339362,0.8333333333333334,0.08333333333333337
girls,8A,S2,7209bca4313f34a5,Madelynn Chavez,Plainfield,1.0,5,1,0,1,24.0,18.0,0.75,0.03622336250818786,17.96377663749181,0.8333333333333334,0.08333333333333337
girls,Group 1,D1,15a808f590836244,Wendy Peterson,Rio San Juan,2.0,5,1,0,1,12.0,9.0,0.75,-0.24006091644458916,9.24006091644459,0.8333333333333334,0.08333333333333337
boys,6A,S2,b9fe6ebc9250fc02,Rich Foiles,Golden State,4.0,3,1,0,0,24.0,16.0,0.6666666666666666,-0.7954186535361787,16.795418653536178,0.75,0.08333333333333337
boys,Group 1,S1,dbb70e2e7241b0f8,Mykah Eaddy,Furnace Creek,13.0,3,1,0,0,24.0,16.0,0.6666666666666666,-0.57990066323232,16.57990066323232,0.75,0.08333333333333337
boys,Group 1,S2,6c21c85700034dff,Seamus Mahony,Furnace Creek,11.0,3,1,0,0,24.0,16.0,0.6666666666666666,-1.6571535965968898,17.65715359659689,0.75,0.08333333333333337
boys,Group 1,S2,76553e2e7bf8f0b1,Timothy Grantham,Boyle Heights,14.0,3,1,0,0,30.0,20.0,0.6666666666666666,-3.0209869307234127,23.020986930723414,0.75,0.08333333333333337
boys,Group 2,D1,ff34019e7bb65b9d,Leo Ross,Spring Harvest,7.0,3,1,0,0,24.0,16.0,0.6666666666666666,1.5565421711376755,14.443457828862325,0.75,0.08333333333333337
girls,8A,S3,a13478094dd8e7c9,Emerson Hughes,Crater View,7.0,3,1,0,0,24.0,16.0,0.6666666666666666,-1.8006259498479957,17.800625949847994,0.75,0.08333333333333337
girls,Group 1,D1,961a76f1beee0a1a,Sophia McCue,Boyle Heights,4.0,3,1,0,0,18.0,12.0,0.6666666666666666,1.3019750800315875,10.698024919968413,0.75,0.08333333333333337
girls,Group 2,D1,6e335b0749d8083a,Abigail Escobar,Eden,11.0,3,1,0,0,27.0,18.0,0.6666666666666666,-0.3091930294987707,18.309193029498772,0.75,0.08333333333333337
girls,Group 2,S1,c9517b33a5d4121a,Leah Nunes,Wyoming Valley,7.0,3,1,0,0,30.0,20.0,0.6666666666666666,-2.090449545378479,22.09044954537848,0.75,0.08333333333333337
girls,1A,S2,3e4d95857187d56e,Victoria Gillespie,Cassius,4.0,4,1,0,0,32.0,23.0,0.71875,-2.4402152672462405,25.44021526724624,0.8,0.08125000000000004
girls,7A,S2,a557134b28675385,Caroline Mohan,Deaconsburg,8.0,4,1,0,0,25.0,18.0,0.72,-2.0477719305116344,20.047771930511633,0.8,0.08000000000000007
boys,Group 2,S3,c40eebe9c3e4021e,Adam Artis,Minidoka,1.0,6,0,1,0,25.0,23.0,0.92,1.3735806549888359,21.626419345011165,1.0,0.07999999999999996
girls,Group 2,S2,30d7c6822b94d6a8,Zoe Zollinger,Star Valley Regional,1.0,6,0,1,0,25.0,23.0,0.92,-1.127135857974808,24.127135857974807,1.0,0.07999999999999996
boys,1A,S3,0212051cc38e7361,Alexander Smith,Banfield Day,1.0,6,0,1,0,26.0,24.0,0.9230769230769231,0.1696600816244771,23.830339918375522,1.0,0.07692307692307687
boys,7A,S1,778a3984d7fa1725,Chase Hendricks,Evans Larsen Day,4.0,6,0,1,0,26.0,24.0,0.9230769230769231,1.0519967696779944,22.948003230322005,1.0,0.07692307692307687
boys,9A,D1,8d7b5a009671f434,Cameron Okamoto,Port Meridian Central,1.0,6,0,1,0,13.0,12.0,0.9230769230769231,0.19085750629013898,11.80914249370986,1.0,0.07692307692307687
girls,1A,S3,a99b031748f657a6,Victoria Iglesias,Coastal Christian,1.0,6,0,1,0,26.0,24.0,0.9230769230769231,0.144702668390016,23.855297331609982,1.0,0.07692307692307687
boys,2A,S2,eb9ceca9180d168b,Parker McClure,Gottschalk-Herman,7.0,4,1,0,0,29.0,21.0,0.7241379310344828,-1.9339172871681263,22.933917287168125,0.8,0.07586206896551728
boys,Group 2,S2,bd335a7894f73b25,Ricardo Bond,Star Valley Regional,3.0,4,1,0,0,29.0,21.0,0.7241379310344828,-2.191008234257934,23.191008234257932,0.8,0.07586206896551728
girls,6A,S2,08f3c48e2e25c00f,Summer Munoz,C. Coolidge,8.0,5,1,0,1,29.0,22.0,0.7586206896551724,1.5027035353237759,20.497296464676225,0.8333333333333334,0.074712643678161
girls,9A,D1,192d4307fb7028ea,Penelope Yao,Rockridge,2.0,6,0,1,0,27.0,25.0,0.9259259259259259,2.7372350598417925,22.262764940158206,1.0,0.07407407407407407
girls,Group 3,S1,48521e51a6e799b6,Beverly Womble,Espoo,1.0,6,0,1,0,27.0,25.0,0.9259259259259259,0.5376115624565807,24.46238843754342,1.0,0.07407407407407407
girls,Group 1,S3,c850599ae5fe77ea,Sienna McCracken,Kingsway,4.0,5,1,0,1,25.0,19.0,0.76,0.7663895822536638,18.233610417746338,0.8333333333333334,0.07333333333333336
boys,4A,S2,299abd60cab38a33,Grayson Fox,Sotomayor,6.0,4,1,0,0,22.0,16.0,0.7272727272727273,0.7179773686988351,15.282022631301166,0.8,0.07272727272727275
boys,4A,S3,6fedf66c90e44471,Mack Martinez,Orlova,14.0,4,1,0,0,22.0,16.0,0.7272727272727273,1.2131264523985643,14.786873547601436,0.8,0.07272727272727275
girls,4A,S1,688cb3e77c78d3b6,Rosemary Moran,Biloxi Heights,6.0,4,1,0,0,11.0,8.0,0.7272727272727273,-0.048631396084597545,8.048631396084598,0.8,0.07272727272727275
girls,9A,S1,b2758112ddd9bae5,Rachel Smith,Mater Dei,2.0,5,1,0,1,21.0,16.0,0.7619047619047619,-0.9813512554938684,16.98135125549387,0.8333333333333334,0.07142857142857151
girls,Group 2,D1,26d95a1853a94a36,Khloe Martin,Homeland,7.0,5,1,0,1,21.0,16.0,0.7619047619047619,-0.553720919053424,16.553720919053426,0.8333333333333334,0.07142857142857151
boys,6A,S3,5e7db29614aea0b4,Kaison Whitlow,Golden State,5.0,3,1,0,0,28.0,19.0,0.6785714285714286,-1.2978295353592544,20.297829535359256,0.75,0.0714285714285714
boys,8A,S3,b01604e53643140c,Juan Harold,Plainfield,6.0,3,1,0,0,25.0,17.0,0.68,-2.528420025686815,19.528420025686813,0.75,0.06999999999999995
girls,2A,S1,cfcf322787f52361,Layla Reyes,Windward,5.0,3,1,0,0,25.0,17.0,0.68,-3.5928101970318607,20.59281019703186,0.75,0.06999999999999995
boys,7A,S3,ef61ac90c6fd89d1,Damian Overholt,Evans Larsen Day,1.0,5,0,1,0,29.0,27.0,0.9310344827586207,-1.0218310259876686,28.02183102598767,1.0,0.06896551724137934
boys,Group 3,S2,9a28c76671e57eb5,Jayceon Lapp,Lieksa,6.0,3,1,0,0,22.0,15.0,0.6818181818181818,0.5761568052351359,14.423843194764864,0.75,0.06818181818181823
girls,3A,S1,82b7897120c01e7b,Emilie Hernandez,All Saints Episcopal,11.0,3,1,0,0,22.0,15.0,0.6818181818181818,-1.233998552486356,16.233998552486355,0.75,0.06818181818181823
girls,9A,D1,e0b3d03c9b57d6e4,Amina Duffy,De La Salle,3.0,4,1,0,0,15.0,11.0,0.7333333333333333,-2.53504704074047,13.53504704074047,0.8,0.06666666666666676
boys,4A,S3,faaef0d70b9d450c,Taylor Charters,Gagarin,1.0,6,0,1,0,30.0,28.0,0.9333333333333333,0.4620590258922306,27.53794097410777,1.0,0.06666666666666665
boys,Group 3,S1,9581d976d34c0c89,Hayden Krebs,Galactica Plains,8.0,3,1,0,0,19.0,13.0,0.6842105263157895,-1.8575300021101189,14.857530002110119,0.75,0.06578947368421051
boys,9A,S3,1f824cf4230d8c24,Sawyer Ganesan,Mater Dei,7.0,4,1,0,0,34.0,25.0,0.7352941176470589,-1.9306831457773523,26.93068314577735,0.8,0.06470588235294117
girls,7A,S3,d3ffe1e0c2a1b1f5,Angie Miyazaki,Evans Larsen Day,2.0,6,0,1,0,31.0,29.0,0.9354838709677419,0.9042115901856775,28.095788409814322,1.0,0.06451612903225812
boys,Group 1,S1,78d36c67cb71ddde,Noah Chance,River Plain,7.0,5,1,0,1,26.0,20.0,0.7692307692307693,-1.339553529533421,21.339553529533422,0.8333333333333334,0.0641025641025641
girls,5A,S3,dc8f7af0d3d07a81,Viktória Tóth,Star City,1.0,6,0,1,0,16.0,15.0,0.9375,0.42272440887971063,14.577275591120289,1.0,0.0625
girls,Group 3,S3,b8dab4ef2b1e77ee,Shayla Jackson,Espoo,2.0,6,0,1,0,16.0,15.0,0.9375,-0.21477043614267521,15.214770436142675,1.0,0.0625
boys,9A,S2,21a46be79879dec6,James Daley,Banneker,7.0,3,1,0,0,32.0,22.0,0.6875,-1.5010682016061556,23.501068201606156,0.75,0.0625
girls,9A,D1,e94c60fda73a181e,Christine Aura,Banneker,8.0,3,1,0,0,16.0,11.0,0.6875,-1.629944059761508,12.629944059761508,0.75,0.0625
girls,Group 2,S3,5ccf324dbc113782,Kaylee Cruz,Reservoir Park,11.0,3,1,0,0,16.0,11.0,0.6875,-0.6447685345372487,11.64476853453725,0.75,0.0625
boys,3A,S2,28a0b09628830363,Jaxon Yang,Ciderhaven,3.0,4,1,0,0,23.0,17.0,0.7391304347826086,0.2793085927106539,16.720691407289348,0.8,0.0608695652173914
boys,7A,S3,7adfc168df9641d6,Yankuba Trawally,Lone Pine,15.0,4,1,0,0,23.0,17.0,0.7391304347826086,-0.22671846748175883,17.22671846748176,0.8,0.0608695652173914
girls,7A,S3,b75d2d0c645be1fe,Ebony Snyder,Bellarmine Prep,4.0,4,1,0,0,23.0,17.0,0.7391304347826086,-1.8409700037570083,18.840970003757008,0.8,0.0608695652173914
girls,Group 1,S3,c717ccc412bf729e,Elizabeth Sanchez,Vermillion,2.0,6,0,1,0,33.0,31.0,0.9393939393939394,1.284969850970527,29.715030149029474,1.0,0.06060606060606055
boys,7A,S2,5c01fa7070f925df,Leonel Murray,Lone Pine,7.0,3,1,0,0,29.0,20.0,0.6896551724137931,-2.2939080559015057,22.293908055901507,0.75,0.06034482758620685
girls,4A,S2,4db39ac530309f73,Delilah Douglas,Biloxi Heights,4.0,4,1,0,0,27.0,20.0,0.7407407407407407,-0.704663410614848,20.70466341061485,0.8,0.059259259259259345
girls,6A,S2,c09bca7459c11836,Brooklyn Heston,Benedetti,3.0,4,1,0,0,27.0,20.0,0.7407407407407407,0.9067947327355779,19.093205267264423,0.8,0.059259259259259345
boys,Group 3,S1,496c0d52a05ab880,Ellis Eriksen,Ocean Park,3.0,5,1,0,1,31.0,24.0,0.7741935483870968,-2.5121676211999917,26.512167621199993,0.8333333333333334,0.05913978494623662
boys,Group 3,S2,ab7045f5064aeae5,Francisco Sisson,Mirage Crossing,1.0,6,0,1,0,17.0,16.0,0.9411764705882353,0.0052012447080289625,15.99479875529197,1.0,0.05882352941176472
girls,1A,S1,8e2815c22c91db88,Chana Tran,Banfield Day,1.0,6,0,1,0,17.0,16.0,0.9411764705882353,-0.07536008393138205,16.075360083931383,1.0,0.05882352941176472
girls,7A,S2,013e5d02567622a2,Hazel Wessels,Evans Larsen Day,2.0,6,0,1,0,34.0,32.0,0.9411764705882353,2.076427170622466,29.923572829377534,1.0,0.05882352941176472
girls,Group 2,S2,390d3897ae47cdbc,Edith Watkins,Pacific Friends,4.0,4,1,0,0,31.0,23.0,0.7419354838709677,-1.218539727395425,24.218539727395424,0.8,0.058064516129032295
girls,Group 1,D1,a28d7380283d02f9,Audrey Yamada,Irvington,1.0,6,0,1,0,18.0,17.0,0.9444444444444444,-0.13130028265806004,17.13130028265806,1.0,0.05555555555555558
boys,7A,S2,520bb68f68742620,Ryker Scheck,Romero-Finniski,1.0,5,0,1,0,18.0,17.0,0.9444444444444444,1.726472186260803,15.273527813739197,1.0,0.05555555555555558
boys,9A,D1,cd0e07c5dcf647b3,Leonardo Ammon,Morgan Park,4.0,5,1,0,1,18.0,14.0,0.7777777777777778,-0.26851477421202563,14.268514774212026,0.8333333333333334,0.05555555555555558
girls,1A,S2,8e2e58e39e2d5aaf,Joanna Hernandez,Portola-Caverly,7.0,3,1,0,0,23.0,16.0,0.6956521739130435,-2.0294816266112927,18.029481626611293,0.75,0.05434782608695654
boys,8A,S1,580af50c73e0ceb2,Jaden Hartzler,Pacific Gate,1.0,5,1,0,1,23.0,18.0,0.782608695652174,-1.6401807250808078,19.640180725080807,0.8333333333333334,0.050724637681159424
boys,1A,S2,c22e23dc815d9b95,Warren King,Banfield Day,2.0,6,0,1,0,20.0,19.0,0.95,0.8065538504302484,18.193446149569752,1.0,0.050000000000000044
boys,3A,S3,0aa740f82047cf18,Memphis Maksvytis,San Lorenzo,2.0,6,0,1,0,20.0,19.0,0.95,0.1538013411821968,18.846198658817805,1.0,0.050000000000000044
boys,1A,S2,f73dafb277e9b8fb,Max Tyndall,Coastal Christian,4.0,4,1,0,0,28.0,21.0,0.75,-2.1756460065012786,23.175646006501278,0.8,0.050000000000000044
boys,6A,D1,0a9332375677bb4e,Aiden Gregoire,Golden State,4.0,4,1,0,0,12.0,9.0,0.75,-0.9350617760314442,9.935061776031445,0.8,0.050000000000000044
boys,8A,S2,8ae231f40886971d,Russell Hallman,Seawall,2.0,4,1,0,0,24.0,18.0,0.75,1.8693037931383991,16.1306962068616,0.8,0.050000000000000044
girls,2A,S2,b2e789c53b72101b,Hazel Geib,Governor Woods,10.0,4,1,0,0,20.0,15.0,0.75,-1.3021508883585178,16.30215088835852,0.8,0.050000000000000044
girls,2A,S3,a67c1fb8748de0d5,Evelyn Wallace,Texas Beach,2.0,4,1,0,0,12.0,9.0,0.75,-1.8585282133651264,10.858528213365126,0.8,0.050000000000000044
girls,Group 2,S1,2fbc89fc21c88116,Shirley Makahununiu,E. Baker,5.0,4,1,0,0,20.0,15.0,0.75,0.20229664007370207,14.797703359926297,0.8,0.050000000000000044
boys,2A,S1,3dd920779259559b,Jameson Figueroa,Haddon,16.0,3,1,0,0,30.0,21.0,0.7,0.15034366081996475,20.849656339180036,0.75,0.050000000000000044
boys,3A,D1,d3e89079d5a1d430,Anthony Otero,All Saints Episcopal,20.0,3,1,0,0,10.0,7.0,0.7,0.7884258518901079,6.211574148109892,0.75,0.050000000000000044
boys,3A,S3,a1f0bf4f0c9526a7,Isaiah Green,Berrio,10.0,3,1,0,0,20.0,14.0,0.7,1.4472351725204393,12.55276482747956,0.75,0.050000000000000044
boys,6A,S2,49f436c3089bb72b,Michael Rivera,Valley Christian,6.0,3,1,0,0,20.0,14.0,0.7,-1.7695485019843984,15.7695485019844,0.75,0.050000000000000044
boys,7A,D1,b2e2ce5b72836156,Francis Hobbs,Sacred Heart,5.0,3,1,0,0,10.0,7.0,0.7,-0.7507705875565285,7.750770587556529,0.75,0.050000000000000044
boys,Group 2,D2,043fb553c86198d6,Beau Lemos,Cedar,6.0,3,1,0,0,10.0,7.0,0.7,-0.189202698562271,7.189202698562271,0.75,0.050000000000000044
boys,Group 3,D1,ac0d0e86daee0261,Dylan Drummond,Doyleville Union,6.0,3,1,0,0,10.0,7.0,0.7,-1.1545966172458515,8.15459661724585,0.75,0.050000000000000044
girls,4A,D1,358e0cfc19b70e31,Kyra Adair,Gagarin,1.0,6,0,1,0,21.0,20.0,0.9523809523809523,-0.06616277260644932,20.06616277260645,1.0,0.04761904761904767
boys,Group 1,S2,471c57c563b64c52,Dick Raymond,Grant,7.0,3,1,0,0,37.0,26.0,0.7027027027027027,-1.4408141375876369,27.440814137587637,0.75,0.04729729729729726
girls,Group 1,S1,949984f983adfc49,Aurora Miranda,Grant,15.0,3,1,0,0,27.0,19.0,0.7037037037037037,-1.203732859071773,20.203732859071774,0.75,0.04629629629629628
girls,Group 2,S2,5ce5d1698e20c914,Natalie Porter,Homeland,7.0,3,1,0,0,27.0,19.0,0.7037037037037037,-4.533829554894115,23.533829554894115,0.75,0.04629629629629628
boys,4A,S1,92e175daedfd62d3,Cooper Waxman,Walter-Kenny,1.0,6,0,1,0,22.0,21.0,0.9545454545454546,0.5248186424804473,20.475181357519553,1.0,0.045454545454545414
boys,5A,S2,ab0aabf00ad0acbc,Henry Keiser,Westfield Friends,2.0,6,0,1,0,22.0,21.0,0.9545454545454546,-0.33458489761109145,21.33458489761109,1.0,0.045454545454545414
boys,Group 3,S3,41da81ee979e8775,Grayson Yoon,Mirage Crossing,1.0,6,0,1,0,22.0,21.0,0.9545454545454546,-0.12397105376819118,21.12397105376819,1.0,0.045454545454545414
girls,3A,S3,4c431e4e00110b7b,Evelyn Kinney,California Canyons,1.0,6,0,1,0,22.0,21.0,0.9545454545454546,-0.21070788335418866,21.21070788335419,1.0,0.045454545454545414
girls,9A,S2,623208c55dcdea15,Gabrielle Abrams,Canal View,1.0,6,0,1,0,22.0,21.0,0.9545454545454546,1.3648914504485243,19.635108549551475,1.0,0.045454545454545414
girls,2A,S2,45cfdb8aa63b3947,Macall Toley,Texas Beach,1.0,5,1,0,1,19.0,15.0,0.7894736842105263,-1.9389852386681437,16.938985238668142,0.8333333333333334,0.04385964912280704
girls,9A,S2,b4696e6af91e0ec6,Kailey Vallejo,De La Salle,6.0,5,1,0,1,19.0,15.0,0.7894736842105263,-0.9929541818238752,15.992954181823876,0.8333333333333334,0.04385964912280704
girls,9A,S1,9d7e8b96bec4b9a8,Abigail Herman,Morgan Park,7.0,6,0,1,0,24.0,23.0,0.9583333333333334,2.959232422428964,20.040767577571035,1.0,0.04166666666666663
girls,1A,S1,8fe9bf027a320cfc,Alice Sultan,Manzanita Junction,9.0,3,1,0,0,24.0,17.0,0.7083333333333334,-1.758398215284235,18.758398215284235,0.75,0.04166666666666663
boys,3A,S1,31d075efb121222e,Aidan Peters,Quarmont,5.0,4,1,0,0,29.0,22.0,0.7586206896551724,-2.2358804743042437,24.235880474304246,0.8,0.04137931034482767
girls,8A,S2,0530d113d6749904,Ellen Smith,Tidegate,4.0,4,1,0,0,29.0,22.0,0.7586206896551724,-0.8147164933489859,22.814716493348985,0.8,0.04137931034482767
girls,4A,S3,9760e65f611fa2f9,Rebecca Bonilla,Walter-Kenny,1.0,6,0,1,0,25.0,24.0,0.96,-0.6479669589481817,24.64796695894818,1.0,0.040000000000000036
boys,1A,D1,fd09b2284fec885f,Anthony Hardin,Silton Ridge,3.0,4,1,0,0,25.0,19.0,0.76,-1.3632403490794205,20.36324034907942,0.8,0.040000000000000036
girls,5A,S1,aa2e659ae9443532,Penelope Fisher,Fruitvale,6.0,4,1,0,0,25.0,19.0,0.76,-0.34921227274244204,19.34921227274244,0.8,0.040000000000000036
boys,8A,S1,d875a397cb373dc0,Darren Hamano,East Moscow,3.0,4,1,0,0,21.0,16.0,0.7619047619047619,-0.4099355773668124,16.409935577366813,0.8,0.03809523809523818
boys,Group 3,S1,bbc0a2ca0ab969cb,Aiden Jones,Mirage Crossing,2.0,4,1,0,0,21.0,16.0,0.7619047619047619,-1.4952126703663158,17.495212670366318,0.8,0.03809523809523818
girls,5A,D1,11c0ce37339c4642,Josephine Parker,Belle Rive,10.0,4,1,0,0,21.0,16.0,0.7619047619047619,-0.16378355898907826,16.163783558989078,0.8,0.03809523809523818
boys,6A,S1,5d5f028130769710,Hudson Victor,Chaminade,2.0,6,0,1,0,27.0,26.0,0.9629629629629629,1.349675588741083,24.650324411258918,1.0,0.03703703703703709
boys,4A,S3,5105cda24d563423,Xavier Ortega,Driftwood,6.0,3,1,0,0,21.0,15.0,0.7142857142857143,-2.021734543217521,17.02173454321752,0.75,0.0357142857142857
boys,6A,S3,6b09b5592120d1d5,Michael Lopez,C. Coolidge,6.0,3,1,0,0,28.0,20.0,0.7142857142857143,-0.07991171399678787,20.079911713996786,0.75,0.0357142857142857
boys,7A,S3,e5708fa156646d8a,Christopher Brown,Sacred Heart,11.0,3,1,0,0,28.0,20.0,0.7142857142857143,0.6082266540679793,19.39177334593202,0.75,0.0357142857142857
boys,9A,S2,3491ef9e907609f7,Learner Connelly,Canal View,6.0,3,1,0,0,28.0,20.0,0.7142857142857143,-1.572540477015652,21.57254047701565,0.75,0.0357142857142857
girls,7A,D1,6c92ff9ea7ef8f6d,Fiona Brockington,Deaconsburg,10.0,3,1,0,0,14.0,10.0,0.7142857142857143,-1.3763406919016128,11.376340691901612,0.75,0.0357142857142857
girls,6A,S2,aa3f37b4e27160fb,Sadie Wallace,Oakhaven,2.0,6,0,1,0,29.0,28.0,0.9655172413793104,1.3581645401634719,26.64183545983653,1.0,0.03448275862068961
girls,7A,D1,fe8f98931cd8fb23,Reagan Riddle,Romero-Finniski,1.0,6,0,1,0,30.0,29.0,0.9666666666666667,1.3443113767147072,27.655688623285293,1.0,0.033333333333333326
girls,8A,D1,76e98b2a81a3319c,Zoey Freeman,Pacific Gate,6.0,5,1,0,1,15.0,12.0,0.8,0.24616665049604192,11.753833349503958,0.8333333333333334,0.033333333333333326
girls,Group 2,S3,cd91480ef4710173,Shikha Wotachek,Dawkins,2.0,5,1,0,1,15.0,12.0,0.8,-1.5085679358081205,13.50856793580812,0.8333333333333334,0.033333333333333326
boys,7A,S1,e28df64a27ec636f,Henry Gomez,Condotti Vanguard Academy,3.0,4,1,0,0,26.0,20.0,0.7692307692307693,-2.587625934650462,22.58762593465046,0.8,0.03076923076923077
girls,1A,S1,4d02341fee49d9bf,Audrey Seo,Dufur,10.0,4,1,0,0,13.0,10.0,0.7692307692307693,0.6213502878027327,9.378649712197268,0.8,0.03076923076923077
boys,8A,D1,3066e9a00d50aaca,Kai Santos,Bowerstock,1.0,6,0,1,0,33.0,32.0,0.9696969696969697,1.5858629039760799,30.41413709602392,1.0,0.030303030303030276
boys,8A,S1,c7f5b9b6f8a73426,Fernando Lawrence,Xavier College Prep,8.0,3,1,0,0,25.0,18.0,0.72,-1.782760744519631,19.78276074451963,0.75,0.030000000000000027
boys,4A,S2,be1ae134347554fa,Garth Herold,Tallulah Canyon,7.0,3,1,0,0,18.0,13.0,0.7222222222222222,1.0065191324261649,11.993480867573835,0.75,0.02777777777777779
boys,7A,S3,75b1a9f8a3302670,Marvell Nerhus,Parkside,12.0,4,1,0,0,22.0,17.0,0.7727272727272727,3.6636536867139364,13.336346313286064,0.8,0.027272727272727337
boys,4A,S2,597384735290d6e9,Liam Keeler,Buckeye Ridge,8.0,3,1,0,0,29.0,21.0,0.7241379310344828,0.6807926197587238,20.319207380241277,0.75,0.025862068965517238
girls,6A,S2,af044fe5200b5a27,Georgina Prothro,Chaminade,7.0,3,1,0,0,29.0,21.0,0.7241379310344828,-3.2828367749263316,24.28283677492633,0.75,0.025862068965517238
boys,2A,S1,68ed54cf6098027a,Benjamin De Leon,Cherry Hill North,4.0,5,1,0,1,21.0,17.0,0.8095238095238095,-1.8798140857121932,18.879814085712194,0.8333333333333334,0.023809523809523836
boys,5A,D1,f8e9d48c839153bb,Jacob Ruiz,Blackpine,6.0,3,1,0,0,11.0,8.0,0.7272727272727273,-0.38091246775371457,8.380912467753715,0.75,0.022727272727272707
boys,9A,S1,e6629bc8d2b6cedb,Vaughn Yang,Port Meridian Central,6.0,3,1,0,0,22.0,16.0,0.7272727272727273,-2.971491221015561,18.97149122101556,0.75,0.022727272727272707
boys,Group 2,D1,1f412283b945070b,Alexander Martelli,Wyoming Valley,13.0,3,1,0,0,11.0,8.0,0.7272727272727273,2.3346196028795596,5.66538039712044,0.75,0.022727272727272707
boys,Group 3,S3,e949087a6154dd04,Farai Marumani,Rilland,15.0,3,1,0,0,22.0,16.0,0.7272727272727273,1.1499758476020379,14.850024152397962,0.75,0.022727272727272707
girls,1A,D1,72817c7303d0d8cd,Anna Christian,Portola-Caverly,6.0,3,1,0,0,11.0,8.0,0.7272727272727273,-1.634225213624998,9.634225213624998,0.75,0.022727272727272707
girls,4A,D1,c0eb6bc9944fce9f,Katerina Adair,Driftwood,8.0,3,1,0,0,11.0,8.0,0.7272727272727273,-1.27193796105279,9.27193796105279,0.75,0.022727272727272707
boys,4A,S1,4488e591110943ea,Rodrigo Roche,Orlova,3.0,4,1,0,0,27.0,21.0,0.7777777777777778,-1.750748016717234,22.750748016717235,0.8,0.022222222222222254
boys,6A,D1,0f037ff13b540fad,Alessandro Corona,Oakhaven,1.0,5,1,0,1,16.0,13.0,0.8125,-0.4194593355469878,13.419459335546987,0.8333333333333334,0.02083333333333337
boys,Group 1,S3,121117ebbad66943,Cornelius Whiterabbit,Grant,3.0,3,1,0,0,37.0,27.0,0.7297297297297297,-2.313768522006245,29.313768522006246,0.75,0.020270270270270285
boys,Group 1,S1,e4d5e643b115d1aa,Landon Sikora,Cole Valley,6.0,3,1,0,0,26.0,19.0,0.7307692307692307,0.10337627735897592,18.896623722641024,0.75,0.019230769230769273
girls,Group 3,S1,7b4d9ba9feb74332,Amia Severino,Saltbush,4.0,4,1,0,0,23.0,18.0,0.782608695652174,-0.11383744214983371,18.113837442149833,0.8,0.017391304347826098
girls,6A,D3,52d22babba790c50,Eliza Hultman,Emerson,6.0,3,1,0,0,15.0,11.0,0.7333333333333333,2.2668243440788904,8.733175655921109,0.75,0.01666666666666672
boys,8A,S3,cae3558d5f1788a9,John Porta,Bowerstock,2.0,5,1,0,1,22.0,18.0,0.8181818181818182,-2.389138652485732,20.38913865248573,0.8333333333333334,0.015151515151515138
boys,9A,D1,555100bbdf63a0fe,Harley Reynolds,Morgan Park,4.0,5,1,0,1,22.0,18.0,0.8181818181818182,-0.3198213968778063,18.319821396877806,0.8333333333333334,0.015151515151515138
boys,5A,D1,728d129f9d43c240,Jaden Way,Pine Barrens,8.0,3,1,0,0,19.0,14.0,0.7368421052631579,-0.18841654380338457,14.188416543803385,0.75,0.013157894736842146
boys,5A,S1,ceae0aa0597c8bed,Caleb Hafer,Bush,4.0,3,1,0,0,19.0,14.0,0.7368421052631579,-1.086069766282454,15.086069766282455,0.75,0.013157894736842146
girls,3A,S3,75964c95a6193afa,Reagan Miller,Goldbank County,6.0,3,1,0,0,19.0,14.0,0.7368421052631579,-1.2130949773077913,15.213094977307792,0.75,0.013157894736842146
girls,7A,D1,ed4630b9d82ad1aa,Emma Gomez,Topanga,8.0,3,1,0,0,19.0,14.0,0.7368421052631579,-0.8208344127812824,14.820834412781283,0.75,0.013157894736842146
girls,8A,D1,1224528865a20210,Kaitlynn Ward,Asteroid City,15.0,3,1,0,0,19.0,14.0,0.7368421052631579,-0.15924210858262944,14.15924210858263,0.75,0.013157894736842146
boys,5A,S2,0943e9757fe6e3f3,Jacob Sheikh,Miles Davis,10.0,3,1,0,0,23.0,17.0,0.7391304347826086,-1.6168282612320397,18.61682826123204,0.75,0.010869565217391353
boys,5A,S3,2b7fa685081368ff,Hunter Bowler,Blackpine,8.0,3,1,0,0,23.0,17.0,0.7391304347826086,-0.4442861909663416,17.44428619096634,0.75,0.010869565217391353
girls,Group 3,D2,ca61bdf6afcf0662,Piper Singletary,Raft County Catholic,6.0,3,1,0,0,23.0,17.0,0.7391304347826086,1.0947406558873074,15.905259344112693,0.75,0.010869565217391353
girls,6A,D1,23ace06378f44ed2,Ruth Pendleton,Starfield,4.0,5,1,0,1,17.0,14.0,0.8235294117647058,0.12652028795148484,13.873479712048516,0.8333333333333334,0.009803921568627527
girls,6A,D1,53e1b7ef183cd2f7,Haley Western,Farview,5.0,3,1,0,0,27.0,20.0,0.7407407407407407,-1.4338508961859526,21.43385089618595,0.75,0.0092592592592593
