gender,date,dual_id,phase,slot,program_id,opp_program_id,player_id,opp_id,rating,opp_rating,win,p,score,wae,gap,name,opp_name,grade,opp_grade,style,opp_style,program_name,group,opp_program_name,opp_group,pair_key
girls,2086-03-26,jhdual:5d91accd295c32b8,regular,S2,Newark River North|girls,Ryken|girls,3f978c001afb15f2,35f7af294f2658f4,42.0,57.0,1,0.15322750256382528,"2-6, 6-4, 6-3",0.8467724974361748,-15.0,Ava Peralta,Gwen Christian,12,12,aggressive_baseliner,counterpuncher,River North,3A,Ryken,4A,35f7af294f2658f4|3f978c001afb15f2
boys,2086-08-14,jhdual:74b625fac71a8b10,regular,S3,James Gaines|boys,Adela Robles North|boys,fb67c9771a627410,840b05de272b09af,54.0,69.0,1,0.15831792777505801,"6-3, 6-4",0.841682072224942,-15.0,Anthony Mercer,Camren McLaughlin,12,10,counterpuncher,counterpuncher,Rogue Valley,9A,Cliffside,9A,840b05de272b09af|fb67c9771a627410
boys,2086-09-07,jhdual:9bd3532dab141f63,regular,S2,Aldecoa|boys,Aldecoa Applied Sciences Institute|boys,6414b7123f44fb33,c77049bec81e5425,50.0,65.0,1,0.09251076100128719,"6-7, 6-7",0.9074892389987128,-15.0,Delfino Montoya,Alexander Matheny,12,12,balanced,aggressive_baseliner,Aldecoa,Group 1,Deadwood,Group 1,6414b7123f44fb33|c77049bec81e5425
boys,2086-09-14,jhdual:83264687e0709ed3,regular,S1,Copper Bar|boys,Cutbank|boys,2d3d27be654038ad,9e7ad5099f3b36bd,58.0,73.0,1,0.09251076100128719,"3-6, 4-6",0.9074892389987128,-15.0,David Short,Wendell Lawrick,11,12,balanced,serve_first,Copper Bar,Group 2,Cutbank,Group 2,2d3d27be654038ad|9e7ad5099f3b36bd
boys,2086-08-09,jhdual:ce8168241451c638,early,S3,Lorraine Calder|boys,Belyakov|boys,59a3c1b8755f2f08,bcfa67dae2a7f447,61.0,76.0,1,0.09251076100128719,"5-7, 5-7",0.9074892389987128,-15.0,Rhett Clark,Ian Watts,9,12,serve_first,all_court,Morne Rouge,7A,East Moscow,8A,59a3c1b8755f2f08|bcfa67dae2a7f447
boys,2086-08-08,jhdual:3d2df234f5e1dfaf,early,S4,Arlington High|boys,Bidwell City|boys,97fd7d4ed3e2a113,dea44dcfc7596569,41.0,56.0,1,0.15831792777505801,"7-6, 6-2",0.841682072224942,-15.0,Julian Peltier,Lucio Nández,11,11,aggressive_baseliner,balanced,Arlington,1A,Alfalfa City,1A,97fd7d4ed3e2a113|dea44dcfc7596569
girls,2086-04-15,jhdual:8a37a236798b0c27,regular,S3,Lillian Stokes|girls,Harlan Tillman|girls,47509e516f294a2f,e253063cf836258b,43.0,58.0,1,0.15322750256382528,"7-5, 7-6",0.8467724974361748,-15.0,Penelope Klaus,Delphine Samba,10,10,counterpuncher,aggressive_baseliner,Franklin,8A,Xavier College Prep,8A,47509e516f294a2f|e253063cf836258b
girls,2086-03-08,jhdual:5fde22f9b8951ba7,early,S5,Montelago|girls,Lake Esperanza South|girls,9f9779e0a056453d,0b3bcf170bd93a4d,44.0,59.0,1,0.15322750256382528,"6-4, 6-2",0.8467724974361748,-15.0,Qianqian Geng,Ania Siverd,11,10,aggressive_baseliner,aggressive_baseliner,Montelago,8A,Malheur Flat,7A,0b3bcf170bd93a4d|9f9779e0a056453d
boys,2086-08-06,jhdual:0338c0b12f780f86,early,S1,Crane|boys,Eastmont Christian|boys,146c5be27eb8844d,e105cc62ce3c1bca,68.0,83.0,1,0.15831792777505801,"7-5, 3-6, 6-3",0.841682072224942,-15.0,Grayson Johnson,Davon Millard,12,11,all_court,serve_first,Crane,3A,Eastmont,4A,146c5be27eb8844d|e105cc62ce3c1bca
boys,2086-10-16,jhdual:8baf4915c61fcc6a,state,S3,St. Varian|boys,Antelope Butte|boys,69cbe358a4a78c20,5ea215f81474c5ee,41.0,56.0,1,0.09251076100128719,"2-6, 7-5, 4-6",0.9074892389987128,-15.0,Max Blom,Nicholas Bittinger,10,10,serve_first,aggressive_baseliner,Hurston,6A,Antelope Butte,6A,5ea215f81474c5ee|69cbe358a4a78c20
girls,2086-04-08,jhdual:bd459629ee13ad28,regular,S2,Paddock Institute|girls,Walnut Yard|girls,8859dbbbc74d9e7a,9e7b8bd09c2ca958,45.0,60.0,1,0.15322750256382528,"6-7, 6-4, 6-4",0.8467724974361748,-15.0,Candice Kerbawy,Calliope Boggs,11,9,counterpuncher,aggressive_baseliner,Paddock Tech,2A,South Simmons,2A,8859dbbbc74d9e7a|9e7b8bd09c2ca958
girls,2086-03-18,jhdual:ca655b6c864a2118,regular,S3,Bend Senior High|girls,Lower Lake High|girls,dcc229cd26cb685b,25bc0758ebb4dce4,60.0,75.0,1,0.15322750256382528,"6-4, 1-6, 7-6",0.8467724974361748,-15.0,Abigail Vargas,Hallie Mills,11,10,aggressive_baseliner,serve_and_volley,Bend Senior,8A,Lower Lake,8A,25bc0758ebb4dce4|dcc229cd26cb685b
girls,2086-05-08,jhdual:ea299cbaedb3d270,sectional,S3,Hazel Bennett|girls,Redwood Coast|girls,1169cc2448f6207e,340149770a780f83,52.0,67.0,1,0.15322750256382528,"1-6, 6-4, 6-3",0.8467724974361748,-15.0,Hope Shipley,Yareli Hernandez,11,11,aggressive_baseliner,junkballer,Benton Park,9A,Bienville,9A,1169cc2448f6207e|340149770a780f83
boys,2086-08-21,jhdual:3e6d9fbd0de7f3cc,regular,S2,Marcus Mercer|boys,Nikolai Markov North|boys,22477309bf369867,bcd5b8a63be0dea6,64.0,79.0,1,0.15831792777505801,"3-6, 6-3, 6-4",0.841682072224942,-15.0,Kobe Chavira,Oscar Hernandez,10,11,serve_and_volley,counterpuncher,Evenfall,6A,Marigny,6A,22477309bf369867|bcd5b8a63be0dea6
boys,2086-08-12,jhdual:6d55782705f1ea20,regular,S2,Martin Luther|boys,Levee Bluff|boys,86b9e5db53858fee,847524739b0ab011,45.0,60.0,1,0.15831792777505801,"7-6, 7-5",0.841682072224942,-15.0,Barrett McGuire,Derek Agyeman,12,10,counterpuncher,counterpuncher,King,1A,Levee Bluff,1A,847524739b0ab011|86b9e5db53858fee
boys,2086-08-05,jhdual:17e2c5977137b59c,early,S2,Greaves|boys,Echevarria Foundry High|boys,b6a1d053963f2eac,5dfcccf08c5932e9,41.0,56.0,1,0.15831792777505801,"3-6, 6-4, 6-3",0.841682072224942,-15.0,Hudson Davis,Jasper Rai,11,12,aggressive_baseliner,all_court,Greaves,Group 1,Bitterroot,Group 1,5dfcccf08c5932e9|b6a1d053963f2eac
girls,2086-05-07,jhdual:8eaa1ecb6114e3fe,sectional,S4,Cincinnati|girls,Ander Aramburu|girls,e9bce5b874d2e2c8,8088cd7043943ef4,46.0,61.0,1,0.0920705861127823,"4-6, 5-7",0.9079294138872177,-15.0,Pernille Jepsen,Nora Gilmore,12,11,all_court,aggressive_baseliner,Cincinnati,Group 1,Western Sky,Group 1,8088cd7043943ef4|e9bce5b874d2e2c8
girls,2086-04-13,jhdual:8f0f65c0837920fa,regular,S2,Telfair Country Day School|girls,Edith Mercer|girls,6900e8f2d5b4c842,22c1a3f3ca06ddb4,55.0,70.0,1,0.0920705861127823,"3-6, 6-1, 4-6",0.9079294138872177,-15.0,Ariana Djonkam,Chloe Tuck,11,10,aggressive_baseliner,all_court,Telfair Country Day,9A,Forest Park,9A,22c1a3f3ca06ddb4|6900e8f2d5b4c842
girls,2086-03-08,jhdual:1b9867260edb9ad0,regular,S1,Eastmont Christian|girls,Gagarin|girls,3bb2b0e8abcaa35d,fbded2c5c961263d,80.0,95.0,1,0.0920705861127823,"6-3, 6-7, 3-6",0.9079294138872177,-15.0,Amira Castro,Meshkatolzahra Sadeghi,11,11,balanced,all_court,Eastmont,4A,Gagarin,4A,3bb2b0e8abcaa35d|fbded2c5c961263d
girls,2086-03-19,jhdual:d4180adda8d639c2,regular,S2,St. Agnes Preparatory|girls,Gagarin|girls,91732e6510aae7d3,fbded2c5c961263d,80.0,95.0,1,0.0920705861127823,"6-4, 5-7, 5-7",0.9079294138872177,-15.0,Sarah You,Meshkatolzahra Sadeghi,10,11,pusher,all_court,Montelago West,4A,Gagarin,4A,91732e6510aae7d3|fbded2c5c961263d
girls,2086-04-15,jhdual:8dbad916a0cb49c2,regular,S3,St. Raphael College Prep|girls,Marshdale|girls,af90b29286af64f7,175edc4276ae12b5,39.0,54.0,1,0.0920705861127823,"6-0, 6-7, 2-6",0.9079294138872177,-15.0,Ashlynn Benefield,Diana Trinh,9,10,all_court,balanced,Elk Bluff West,Group 3,Fort Lassiter,Group 3,175edc4276ae12b5|af90b29286af64f7
boys,2086-09-13,jhdual:cd27543027095986,regular,S3,Aldecoa|boys,I-50 Technical North|boys,5c2518c07d26ad1f,f7297a9637a34db1,47.0,62.0,1,0.09251076100128719,"7-6, 6-7, 3-6",0.9074892389987128,-15.0,Raion Chittenden,Gastón Ferraz,11,9,balanced,counterpuncher,Aldecoa,Group 1,Tuscarora,Group 1,5c2518c07d26ad1f|f7297a9637a34db1
boys,2086-08-17,jhdual:d3c1e7242a444086,regular,S1,Henrik Keller|boys,Ida B. Wells|boys,4c336623d0b3067a,0b4268b3be224488,62.0,77.0,1,0.15831792777505801,"2-6, 7-5, 6-3",0.841682072224942,-15.0,Tripp Bowen,Landon Deck,12,12,counterpuncher,serve_first,W.H. Harrison,9A,Wells,9A,0b4268b3be224488|4c336623d0b3067a
girls,2086-03-28,jhdual:72a987ef378d1fd7,regular,S1,Kilbride Switch|girls,Jean Baptiste|girls,0d79ae2e4b5ab1de,d54cbc5f4caf1743,34.0,49.0,1,0.15322750256382528,"4-6, 7-6, 7-6",0.8467724974361748,-15.0,Aaliyah Kaminski,Rylee Jeffrey,10,12,balanced,counterpuncher,Kilbride Switch,5A,Baptiste,Group 2,0d79ae2e4b5ab1de|d54cbc5f4caf1743
boys,2086-08-05,jhdual:c05a4b9011a13ca1,early,S5,Boley Union|boys,Providence Academy North|boys,7641b437b5fdb4f8,4247be43a8ac461e,65.0,80.0,1,0.09251076100128719,"6-7, 1-6",0.9074892389987128,-15.0,DeMar Kalieva,Harvey Lopez,10,12,counterpuncher,balanced,Boley,Group 2,Minidoka,Group 2,4247be43a8ac461e|7641b437b5fdb4f8
boys,2086-08-09,jhdual:21880bd200c42444,regular,S1,Southern Jefferson Christian|boys,Kendricks Landing|boys,b6ab0c7ed35a99b6,a9ea1752217e0546,62.0,77.0,1,0.15831792777505801,"4-6, 6-4, 7-6",0.841682072224942,-15.0,Christopher Sanmiguel,Jackson Franco,11,12,counterpuncher,serve_first,Uplands,Group 3,Kendricks Landing,Group 3,a9ea1752217e0546|b6ab0c7ed35a99b6
girls,2086-04-22,jhdual:fad497d79091bbff,regular,S2,Burdensome|girls,Chicago Island|girls,b32623eefbf15d58,776f75c3fb67446a,62.0,77.0,1,0.15322750256382528,"6-4, 6-3",0.8467724974361748,-15.0,Carolyn Carrico,Karen Coss,10,12,aggressive_baseliner,aggressive_baseliner,Burdensome,Group 2,Chicago Island,Group 2,776f75c3fb67446a|b32623eefbf15d58
girls,2086-03-16,jhdual:ffd3356aec576266,regular,S3,Aldecoa|girls,Esteban Téllez|girls,4b97daac5dd4ffbf,8e9c2128abc058b3,44.0,59.0,1,0.15322750256382528,"7-6, 7-6",0.8467724974361748,-15.0,Amelia Eisenman,Gloria Davis,12,11,all_court,all_court,Aldecoa,Group 1,Sawtelle,Group 1,4b97daac5dd4ffbf|8e9c2128abc058b3
girls,2086-03-23,jhdual:f63834b0fb46ca51,regular,S2,Alderton|girls,Archbishop Quinlan|girls,898466621870e4cd,9ae15fccff1e346c,56.0,71.0,1,0.15322750256382528,"2-6, 6-3, 6-4",0.8467724974361748,-15.0,Ellie Snyder,Juliana Hakizimana,11,11,counterpuncher,aggressive_baseliner,Alderton,1A,Quaking Aspen,1A,898466621870e4cd|9ae15fccff1e346c
boys,2086-08-19,jhdual:b75a3fcfbe38305d,regular,S1,Gold Junction|boys,Caswell Depot High|boys,40a18523e90dbd7f,68ed54cf6098027a,78.0,93.0,1,0.09251076100128719,"1-6, 3-6",0.9074892389987128,-15.0,Abdelali Mahrez,Benjamin De Leon,12,12,balanced,aggressive_baseliner,Seamus Town,2A,Cherry Hill North,2A,40a18523e90dbd7f|68ed54cf6098027a
boys,2086-08-19,jhdual:bf4472536963ea27,regular,S2,Ransom City Union|boys,Brackwood Union|boys,b27a6dd47af12fd5,976ac3746fbddd1f,46.0,61.0,1,0.15831792777505801,"3-6, 7-6, 6-3",0.841682072224942,-15.0,Francisco Nichols,Jedidiah Allen,11,9,junkballer,aggressive_baseliner,Ransom Pass,1A,Brackwood Pass,1A,976ac3746fbddd1f|b27a6dd47af12fd5
girls,2086-03-25,jhdual:948cf6fed9aceef5,regular,S1,Walter Hart North|girls,St. Elias School|girls,5aa51edb66c86530,b4fbf7f737e677f1,43.0,58.0,1,0.0920705861127823,"6-2, 1-6, 3-6",0.9079294138872177,-15.0,Brynn Wilder,Jersey Moon,12,12,serve_first,counterpuncher,Wicomico,7A,Tidewater,6A,5aa51edb66c86530|b4fbf7f737e677f1
girls,2086-04-13,jhdual:438b0c5e87c2c49b,regular,S2,Isabel Lucero|girls,Daniel Gaines|girls,ed35f063b9624fc8,7473a9eae1df44e0,37.0,52.0,1,0.15322750256382528,"6-2, 6-4",0.8467724974361748,-15.0,Alma Abel,Sophie Norwood,12,11,all_court,serve_first,El Sereno,7A,Vicksburg,7A,7473a9eae1df44e0|ed35f063b9624fc8
girls,2086-03-04,jhdual:7ea33cca2f6452cc,early,S1,Irina Kovalenko|girls,Sofia Romanov North|girls,292f4b4c7fdd9150,967d4d72edd75a95,59.0,74.0,1,0.15322750256382528,"6-3, 6-4",0.8467724974361748,-15.0,Emma Torres,Victoria Kast,12,12,counterpuncher,all_court,Michaela East,4A,Cheney,5A,292f4b4c7fdd9150|967d4d72edd75a95
girls,2086-03-04,jhdual:7ea33cca2f6452cc,early,S2,Irina Kovalenko|girls,Sofia Romanov North|girls,0201c6735b08d797,c349b7190c5b91fa,56.0,71.0,1,0.15322750256382528,"6-4, 4-6, 6-4",0.8467724974361748,-15.0,Sophia Burk,Leah Helms,11,10,balanced,aggressive_baseliner,Michaela East,4A,Cheney,5A,0201c6735b08d797|c349b7190c5b91fa
boys,2086-09-17,jhdual:cedfcccd981a2c82,regular,S1,Bidwell County|boys,Pine Siding|boys,b5b0d7f7eebf4f00,26c302afe304d549,54.0,69.0,1,0.15831792777505801,"6-2, 3-6, 7-5",0.841682072224942,-15.0,Jacob Coffey,Daniel Herring,10,10,balanced,serve_first,County Line,1A,Pine,1A,26c302afe304d549|b5b0d7f7eebf4f00
girls,2086-05-07,jhdual:2bab678c5a2cee39,sectional,S2,Daniel Gaines North|girls,Ruby Stokes|girls,056a55fd1a517258,4a25e9d08b0f50ed,46.0,61.0,1,0.0920705861127823,"6-7, 6-4, 3-6",0.9079294138872177,-15.0,Emma Pendleton,Nova Calleja,12,10,counterpuncher,balanced,Tensas,7A,Klamath,7A,056a55fd1a517258|4a25e9d08b0f50ed
girls,2086-03-05,jhdual:74f870e9d3a0dece,early,S3,St. Genevieve High School|girls,John Lewis|girls,1505f9e85d93267b,336c2df121ba1068,49.0,64.0,1,0.0920705861127823,"6-4, 6-7, 1-6",0.9079294138872177,-15.0,Mia Hernandez,Elena Gutierrez,12,11,all_court,all_court,Bravewoman,1A,Lewis,2A,1505f9e85d93267b|336c2df121ba1068
girls,2086-04-20,jhdual:70460536849d1dc7,regular,S2,Navrang|girls,Carroway School of Public Service|girls,fdffd94025dfca6c,f748b281743168ed,45.0,60.0,1,0.0920705861127823,"6-2, 3-6, 3-6",0.9079294138872177,-15.0,Amelia Gary,Amelia Olson,10,11,aggressive_baseliner,junkballer,Navrang,6A,Liberty Hill,6A,f748b281743168ed|fdffd94025dfca6c
girls,2086-03-27,jhdual:6f260085520c8d91,regular,S1,Money|girls,Laketown Regional|girls,b2cfd8223916cf85,33f075f84a5477ab,50.0,65.0,1,0.0920705861127823,"6-1, 1-6, 4-6",0.9079294138872177,-15.0,Thida Than,Zenda Renwick,11,11,all_court,pusher,Money,Group 2,Laketown Regional,Group 2,33f075f84a5477ab|b2cfd8223916cf85
boys,2086-09-07,jhdual:d98ade516b39fc98,showcase_pod,S1,Lonepine Canyon|boys,Gravel Narrows|boys,bf37183a27ed7f57,a3d608537f9cc900,49.0,64.0,1,0.15831792777505801,8-5,0.841682072224942,-15.0,Niels Lehmann,Leonardo Valencia,12,11,balanced,balanced,Lonepine Canyon,4A,Gravel Narrows,Group 1,a3d608537f9cc900|bf37183a27ed7f57
boys,2086-09-14,jhdual:47cba745930b3cba,regular,S2,Belyakov Depot High|boys,Aitor Zubieta|boys,ab799b8a59bb8d5a,491b0b02ebc8f153,41.0,56.0,1,0.15831792777505801,"6-4, 2-6, 7-5",0.841682072224942,-15.0,Marc Palis,Sebastian Cross,12,10,all_court,serve_and_volley,Anse Doree,8A,Borough Beach,8A,491b0b02ebc8f153|ab799b8a59bb8d5a
girls,2086-04-20,jhdual:accae753d3772167,regular,S3,Etchartville|girls,Aurelia Classical Academy|girls,6d9f6bd19c35a528,70412a1820d427c3,56.0,71.0,1,0.15322750256382528,"7-6, 5-7, 7-5",0.8467724974361748,-15.0,Leighton Barr,Juniper McCammon,12,12,aggressive_baseliner,counterpuncher,Etchartville,Group 1,Goodman,Group 1,6d9f6bd19c35a528|70412a1820d427c3
boys,2086-09-18,jhdual:eeb1323a751d778e,regular,S2,Tunnelton|boys,Steelhead Divide|boys,9f89ee338cd58ebd,cf191748184a3259,50.0,65.0,1,0.15831792777505801,"7-6, 6-4",0.841682072224942,-15.0,Abdullah Ellington,Messiah Romano,11,11,all_court,aggressive_baseliner,Tunnelton,3A,Steelhead Divide,3A,9f89ee338cd58ebd|cf191748184a3259
girls,2086-03-21,jhdual:fb48c94de6e1c71b,regular,S1,Orellana Treasure Valley|girls,Trinity Catholic|girls,c92a81ccce074f22,b1df96d1fc2f2999,59.0,74.0,1,0.15322750256382528,"6-3, 2-6, 6-3",0.8467724974361748,-15.0,Cari Ochoa,Antonella Medina,11,12,aggressive_baseliner,all_court,Treasure Valley,9A,Trinity Catholic,9A,b1df96d1fc2f2999|c92a81ccce074f22
girls,2086-04-16,jhdual:0f66118d4ce34f48,regular,S3,Orellana Treasure Valley|girls,Edith Mercer|girls,1eb290d604d734c7,957f85f6ee25c15d,52.0,67.0,1,0.15322750256382528,"6-4, 1-6, 6-3",0.8467724974361748,-15.0,Carlie Thomas,Avery Suniga,11,10,all_court,serve_and_volley,Treasure Valley,9A,Forest Park,9A,1eb290d604d734c7|957f85f6ee25c15d
girls,2086-04-25,jhdual:fcda2eb18c952917,regular,S1,Money|girls,Laketown Regional|girls,b2cfd8223916cf85,33f075f84a5477ab,50.0,65.0,1,0.15322750256382528,"4-6, 7-6, 6-4",0.8467724974361748,-15.0,Thida Than,Zenda Renwick,11,11,all_court,pusher,Money,Group 2,Laketown Regional,Group 2,33f075f84a5477ab|b2cfd8223916cf85
girls,2086-04-19,jhdual:81a6c83f2dadb080,regular,S1,Tamarack Springs|girls,Meridian Regional|girls,c362dc8a03d3893d,6b4e65576405dacd,67.0,82.0,1,0.15322750256382528,"6-4, 6-4",0.8467724974361748,-15.0,Ellie Ross,Mercedes Saiz,12,12,balanced,balanced,Mineral Springs,2A,Meridian Regional,2A,6b4e65576405dacd|c362dc8a03d3893d
girls,2086-04-17,jhdual:caf57f7e14ec3fbe,regular,S3,Rosa Castañeda|girls,Belmonte Civic Leadership Academy|girls,7ab1cd7130306b7e,05cd0f249c76d3e1,35.0,50.0,1,0.0920705861127823,"6-4, 4-6, 4-6",0.9079294138872177,-15.0,Lia Sims,Serenity Taylor,12,11,serve_first,serve_first,Tippecanoe,9A,Keeler,9A,05cd0f249c76d3e1|7ab1cd7130306b7e
girls,2086-03-27,jhdual:743e1b3a21dd9269,regular,S3,Anya Orlov|girls,Alderfield|girls,584e8807e9bb96cb,c8727ad21f7a508c,47.0,62.0,1,0.15322750256382528,"7-5, 2-6, 6-2",0.8467724974361748,-15.0,Riley Rivera,Allie Himes,12,10,serve_first,aggressive_baseliner,Riviere Salee,1A,Linden,1A,584e8807e9bb96cb|c8727ad21f7a508c
girls,2086-04-13,jhdual:782fde464253db1a,regular,S1,Assay|girls,Mabryville|girls,ee5f247e1a191972,8a7a0188fd7dbe58,60.0,75.0,1,0.0920705861127823,"5-7, 1-6",0.9079294138872177,-15.0,Lauren Cannon,Fatiha Ziyech,12,12,aggressive_baseliner,balanced,Assay,Group 3,Virginia City,Group 3,8a7a0188fd7dbe58|ee5f247e1a191972
girls,2086-03-21,jhdual:de249a6ddfca5b58,regular,S3,Bishop Ferraro|girls,Jessup Bar|girls,15ebdd25b517cab4,461fcb5ebec01350,35.0,50.0,1,0.15322750256382528,"6-3, 6-4",0.8467724974361748,-15.0,Hailey Stone,Daniela Gallion,12,12,aggressive_baseliner,all_court,Ferraro,2A,Jessup Bar,2A,15ebdd25b517cab4|461fcb5ebec01350
girls,2086-03-08,jhdual:011ba2657e4d5520,early,S4,St. Elias Academy|girls,Bardsley County High|girls,c8a9e3b773a4b6e1,480ef4f46d4b1198,38.0,53.0,1,0.0920705861127823,"2-6, 4-6",0.9079294138872177,-15.0,Aaliyah Young,Scarlett Millard,11,12,balanced,aggressive_baseliner,Port Ainsley,3A,Violet City,3A,480ef4f46d4b1198|c8a9e3b773a4b6e1
girls,2086-03-06,jhdual:44973a5a13d3a085,early,S4,Eleanor Tillman|girls,Bardsley County High|girls,d16d5063023016dd,480ef4f46d4b1198,38.0,53.0,1,0.0920705861127823,"6-4, 4-6, 2-6",0.9079294138872177,-15.0,Angelique Morton,Scarlett Millard,10,12,all_court,aggressive_baseliner,Anchor,3A,Violet City,3A,480ef4f46d4b1198|d16d5063023016dd
boys,2086-08-05,jhdual:52fccd5f66249dba,early,S1,Amelia|boys,Orellana Canal View|boys,9f32c437aed88a88,3491ef9e907609f7,72.0,87.0,1,0.15831792777505801,"7-5, 5-7, 7-5",0.841682072224942,-15.0,Jackson Patrick,Learner Connelly,12,12,counterpuncher,balanced,Amelia,9A,Canal View,9A,3491ef9e907609f7|9f32c437aed88a88
girls,2086-03-20,jhdual:7360a6a4e07e4185,regular,S1,Glenwood High|girls,Dufur High|girls,dfd23e672a1fdbf7,4d02341fee49d9bf,65.0,80.0,1,0.15322750256382528,"6-4, 6-2",0.8467724974361748,-15.0,Chloe Francavilla,Audrey Seo,11,12,aggressive_baseliner,serve_first,Glenwood,1A,Dufur,1A,4d02341fee49d9bf|dfd23e672a1fdbf7
boys,2086-09-13,jhdual:26256f49395530de,regular,S3,Belyakov Depot High|boys,Abraham Lincoln|boys,ab799b8a59bb8d5a,8115ff0183078152,41.0,56.0,1,0.15831792777505801,"5-7, 6-4, 6-2",0.841682072224942,-15.0,Marc Palis,Luca Flores,12,9,all_court,balanced,Anse Doree,8A,Lincoln,8A,8115ff0183078152|ab799b8a59bb8d5a
girls,2086-04-20,jhdual:45b81255128a7ccd,regular,S2,Coast Prairie|girls,Los Remolinos|girls,bf443b9ba0724f23,67727ffae44eb5ed,51.0,66.0,1,0.0920705861127823,"6-1, 4-6, 6-7",0.9079294138872177,-15.0,Aubrey York,Allison Simon,12,12,aggressive_baseliner,all_court,Coast Prairie,1A,Los Remolinos,1A,67727ffae44eb5ed|bf443b9ba0724f23
girls,2086-03-09,jhdual:3d744ee8594da5f5,regular,S3,Thurgood Marshall|girls,Svenja Bianchi|girls,709667c35f145dc1,3c6a7395d2394ad4,55.0,70.0,1,0.15322750256382528,"6-4, 6-2",0.8467724974361748,-15.0,Emma Jackson,Aaliyah Fasano,12,10,aggressive_baseliner,pusher,Marshall,9A,Tamarack,9A,3c6a7395d2394ad4|709667c35f145dc1
boys,2086-10-05,jhdual:a6868b079bdab1a6,regional,S1,Manzanita Junction|boys,Serra Caverly|boys,8ee898de4faaac55,1a41c0d7daf6bc0d,73.0,88.0,1,0.09251076100128719,"3-6, 6-7",0.9074892389987128,-15.0,Rowan Williams,Salvador Yépez,9,10,serve_and_volley,counterpuncher,Manzanita Junction,1A,Portola-Caverly,1A,1a41c0d7daf6bc0d|8ee898de4faaac55
boys,2086-10-18,jhdual:c665699cb6fde46c,state,S1,Redwood Glen|boys,Serra Caverly|boys,86985466f982e981,1a41c0d7daf6bc0d,73.0,88.0,1,0.09251076100128719,"3-6, 6-2, 5-7",0.9074892389987128,-15.0,Giovanni Ye,Salvador Yépez,12,10,all_court,counterpuncher,Redwood Glen,1A,Portola-Caverly,1A,1a41c0d7daf6bc0d|86985466f982e981
girls,2086-03-05,jhdual:9b6ee18e2604684c,early,S1,Vespertine|girls,Lars Bellini|girls,aac360b819770770,89c7e3722ac802da,39.0,54.0,1,0.15322750256382528,"7-6, 2-6, 6-4",0.8467724974361748,-15.0,Valeria Byars,Elena Ride,11,9,serve_first,counterpuncher,Vespertine,8A,Bernal Heights,9A,89c7e3722ac802da|aac360b819770770
girls,2086-03-21,jhdual:b4dedd796dbe6aaa,regular,S3,Winifred Booker North|girls,Chaminade|girls,04607ed616b504af,af044fe5200b5a27,59.0,74.0,1,0.15322750256382528,"6-3, 6-2",0.8467724974361748,-15.0,Alyssa McKinney,Georgina Prothro,12,12,counterpuncher,counterpuncher,Carden Pass,6A,Chaminade,6A,04607ed616b504af|af044fe5200b5a27
boys,2086-08-10,jhdual:4a6a8717228295cb,regular,S2,Mesa Dorada|boys,Leonard Coleman|boys,78051e304aacb352,03d278c6a9fbf32d,48.0,63.0,1,0.15831792777505801,"3-6, 7-6, 6-4",0.841682072224942,-15.0,Wyatt Dionne,Jeremy Sample,11,9,serve_and_volley,pusher,Mesa Dorada,8A,Coleman,8A,03d278c6a9fbf32d|78051e304aacb352
girls,2086-03-05,jhdual:3fc03391b6a19fcc,early,S1,Ukiah High|girls,Svenja Bianchi|girls,e0758e34c1bf578d,dfd1c910cfa78c63,60.0,75.0,1,0.15322750256382528,"6-2, 3-6, 6-1",0.8467724974361748,-15.0,Mckenzie Smith,Avery Flournoy,11,10,balanced,balanced,Ukiah,8A,Tamarack,9A,dfd1c910cfa78c63|e0758e34c1bf578d
girls,2086-04-13,jhdual:ce8c0e415776ffed,regular,S1,Thomas Halvorsen|girls,Harlan Tillman|girls,4b2278e7ac5c3fd7,84f15688938cdde6,46.0,61.0,1,0.15322750256382528,"6-2, 4-6, 7-5",0.8467724974361748,-15.0,Ivy Mani,Ella Lamontagne,11,12,counterpuncher,aggressive_baseliner,Hollywood,8A,Xavier College Prep,8A,4b2278e7ac5c3fd7|84f15688938cdde6
girls,2086-04-13,jhdual:70a0bbee50399a08,regular,S1,San Borondón East|girls,Blackbird Canyon|girls,0d59388b93c8e7d5,032e44640cceb18a,73.0,88.0,1,0.0920705861127823,"5-7, 3-6",0.9079294138872177,-15.0,Kelly Larson,Sarah Vardy,12,12,counterpuncher,all_court,Borondón Mesa,4A,Tallulah Canyon,4A,032e44640cceb18a|0d59388b93c8e7d5
boys,2086-09-07,jhdual:52d2dcce6003df64,showcase_tiered,S2,Providence Academy Valley|boys,Sage Meadows|boys,ab0ab2d3dc9927aa,bceab1873e57c7a6,62.0,77.0,1,0.09251076100128719,"2-6, 6-2, 3-6",0.9074892389987128,-15.0,Val Salumaa,Samson Williams,12,10,all_court,aggressive_baseliner,Meridian Valley,3A,Galactica Plains,Group 3,ab0ab2d3dc9927aa|bceab1873e57c7a6
